play_id,game_id,posteam,defteam,down,ydstogo,yardline_100,qtr,score_differential,play_type,yards_gained,epa,success,shotgun,no_huddle,distance_bucket,field_zone
11797,DEMO_0090,TEAM_06,TEAM_02,1,8,87,3,-3,pass,0,-0.053,0,1,0,Long (7-10),Backed Up
11798,DEMO_0090,TEAM_07,TEAM_08,1,7,23,1,1,pass,1,-0.101,0,1,0,Long (7-10),Plus Territory
11799,DEMO_0090,TEAM_12,TEAM_10,1,2,60,1,2,run,12,1.483,1,0,0,Short (1-3),Own Territory
11800,DEMO_0090,TEAM_01,TEAM_04,4,6,19,3,0,pass,12,0.362,1,1,0,Medium (4-6),Red Zone
11801,DEMO_0090,TEAM_03,TEAM_01,3,6,50,1,11,pass,10,0.82,1,1,0,Medium (4-6),Plus Territory
11802,DEMO_0090,TEAM_10,TEAM_03,1,3,75,3,5,run,8,-0.257,1,1,0,Short (1-3),Own Territory
11803,DEMO_0090,TEAM_07,TEAM_03,1,6,72,1,-4,run,-2,-0.27,1,0,0,Medium (4-6),Own Territory
11804,DEMO_0090,TEAM_01,TEAM_07,3,6,96,4,12,run,0,-0.771,0,1,0,Medium (4-6),Backed Up
11805,DEMO_0090,TEAM_09,TEAM_02,1,5,75,1,-7,run,7,0.404,1,1,1,Medium (4-6),Own Territory
11806,DEMO_0090,TEAM_02,TEAM_05,1,8,94,2,-1,pass,16,0.767,1,1,0,Long (7-10),Backed Up
11807,DEMO_0090,TEAM_10,TEAM_02,1,11,88,1,-3,pass,3,-0.424,0,1,0,Very Long (11+),Backed Up
11808,DEMO_0090,TEAM_10,TEAM_08,1,4,71,2,-4,run,0,0.981,1,0,0,Medium (4-6),Own Territory
11809,DEMO_0090,TEAM_10,TEAM_06,1,7,36,2,-4,run,5,-0.889,0,0,0,Long (7-10),Plus Territory
11810,DEMO_0090,TEAM_06,TEAM_01,2,17,72,3,9,pass,8,0.184,1,0,0,Very Long (11+),Own Territory
11811,DEMO_0090,TEAM_04,TEAM_01,2,6,5,4,0,run,4,0.137,0,1,0,Medium (4-6),Red Zone
11812,DEMO_0090,TEAM_11,TEAM_06,2,4,27,4,17,pass,-7,0.029,0,1,0,Medium (4-6),Plus Territory
11813,DEMO_0090,TEAM_07,TEAM_08,1,4,47,3,-5,pass,12,0.268,0,1,0,Medium (4-6),Plus Territory
11814,DEMO_0090,TEAM_08,TEAM_02,1,9,38,4,-6,pass,30,1.574,1,0,0,Long (7-10),Plus Territory
11815,DEMO_0090,TEAM_02,TEAM_05,3,5,29,1,-13,pass,16,0.58,1,1,0,Medium (4-6),Plus Territory
11816,DEMO_0090,TEAM_08,TEAM_07,1,4,7,4,-13,run,8,0.472,1,1,1,Medium (4-6),Red Zone
11817,DEMO_0090,TEAM_07,TEAM_06,1,9,90,1,-8,run,5,0.063,0,1,0,Long (7-10),Backed Up
11818,DEMO_0090,TEAM_04,TEAM_02,1,3,56,3,-8,run,9,-0.041,0,1,0,Short (1-3),Own Territory
11819,DEMO_0090,TEAM_10,TEAM_05,1,9,44,4,-6,run,8,0.441,1,1,0,Long (7-10),Plus Territory
11820,DEMO_0090,TEAM_02,TEAM_04,2,4,95,3,1,run,5,-0.189,1,1,0,Medium (4-6),Backed Up
11821,DEMO_0090,TEAM_09,TEAM_12,1,4,76,1,-8,run,7,0.104,1,1,0,Medium (4-6),Own Territory
11822,DEMO_0090,TEAM_12,TEAM_09,2,3,66,1,16,run,9,0.164,1,0,0,Short (1-3),Own Territory
11823,DEMO_0090,TEAM_07,TEAM_04,1,4,41,4,-1,pass,19,0.416,1,1,0,Medium (4-6),Plus Territory
11824,DEMO_0090,TEAM_02,TEAM_04,3,13,43,4,8,run,5,0.122,1,0,1,Very Long (11+),Plus Territory
11825,DEMO_0090,TEAM_07,TEAM_02,2,25,42,4,-9,pass,1,-0.476,0,1,0,Very Long (11+),Plus Territory
11826,DEMO_0090,TEAM_07,TEAM_10,1,6,31,2,-4,run,8,-0.075,1,1,0,Medium (4-6),Plus Territory
11827,DEMO_0090,TEAM_07,TEAM_12,3,6,94,2,3,run,1,-0.382,0,1,0,Medium (4-6),Backed Up
11828,DEMO_0090,TEAM_04,TEAM_05,3,11,49,1,4,run,12,-0.718,0,0,0,Very Long (11+),Plus Territory
11829,DEMO_0090,TEAM_08,TEAM_09,1,9,48,2,9,run,8,-0.408,1,1,0,Long (7-10),Plus Territory
11830,DEMO_0090,TEAM_04,TEAM_03,2,12,35,2,-13,run,4,0.905,0,0,0,Very Long (11+),Plus Territory
11831,DEMO_0091,TEAM_07,TEAM_12,2,8,39,2,26,pass,1,-0.254,1,1,0,Long (7-10),Plus Territory
11832,DEMO_0091,TEAM_08,TEAM_04,2,13,92,3,16,run,10,0.141,1,0,0,Very Long (11+),Backed Up
11833,DEMO_0091,TEAM_08,TEAM_02,1,8,79,1,2,pass,10,1.037,1,1,0,Long (7-10),Own Territory
11834,DEMO_0091,TEAM_10,TEAM_11,1,17,71,1,3,pass,9,0.4,1,1,0,Very Long (11+),Own Territory
11835,DEMO_0091,TEAM_11,TEAM_12,1,11,66,2,2,pass,10,0.103,1,0,0,Very Long (11+),Own Territory
11836,DEMO_0091,TEAM_10,TEAM_05,1,16,26,3,-10,pass,-4,-0.409,0,1,0,Very Long (11+),Plus Territory
11837,DEMO_0091,TEAM_10,TEAM_11,1,6,14,1,-14,run,2,0.237,0,0,0,Medium (4-6),Red Zone
11838,DEMO_0091,TEAM_11,TEAM_03,3,6,44,3,-12,run,6,-0.859,0,0,0,Medium (4-6),Plus Territory
11839,DEMO_0091,TEAM_03,TEAM_04,1,8,64,1,-13,pass,12,0.306,1,1,0,Long (7-10),Own Territory
11840,DEMO_0091,TEAM_04,TEAM_07,1,8,2,2,17,run,8,-0.188,0,1,0,Long (7-10),Red Zone
11841,DEMO_0091,TEAM_07,TEAM_08,1,7,1,4,-5,pass,-3,1.47,1,1,0,Long (7-10),Red Zone
11842,DEMO_0091,TEAM_06,TEAM_05,1,7,3,1,11,run,5,-0.272,1,0,0,Long (7-10),Red Zone
11843,DEMO_0091,TEAM_09,TEAM_10,3,6,2,3,-3,run,7,0.176,0,1,0,Medium (4-6),Red Zone
11844,DEMO_0091,TEAM_01,TEAM_10,3,8,45,1,-1,pass,8,1.079,1,1,0,Long (7-10),Plus Territory
11845,DEMO_0091,TEAM_02,TEAM_03,1,5,51,3,-3,pass,3,0.489,1,1,0,Medium (4-6),Own Territory
11846,DEMO_0091,TEAM_09,TEAM_12,1,13,44,2,-6,pass,3,0.197,1,1,0,Very Long (11+),Plus Territory
11847,DEMO_0091,TEAM_10,TEAM_02,1,10,10,1,17,pass,-1,0.566,0,0,0,Long (7-10),Red Zone
11848,DEMO_0091,TEAM_04,TEAM_07,4,8,2,3,1,pass,-9,-1.268,0,1,0,Long (7-10),Red Zone
11849,DEMO_0091,TEAM_04,TEAM_06,1,3,62,4,14,pass,8,0.263,1,1,0,Short (1-3),Own Territory
11850,DEMO_0091,TEAM_07,TEAM_05,1,2,37,1,2,run,-4,-0.783,0,0,0,Short (1-3),Plus Territory
11851,DEMO_0091,TEAM_06,TEAM_02,1,7,13,3,14,pass,18,0.551,1,1,0,Long (7-10),Red Zone
11852,DEMO_0091,TEAM_03,TEAM_05,1,4,27,2,1,run,2,-0.147,0,0,0,Medium (4-6),Plus Territory
11853,DEMO_0091,TEAM_07,TEAM_01,1,9,26,3,-3,run,0,0.259,1,1,0,Long (7-10),Plus Territory
11854,DEMO_0091,TEAM_10,TEAM_12,3,2,28,4,-15,run,3,0.567,0,0,1,Short (1-3),Plus Territory
11855,DEMO_0091,TEAM_09,TEAM_02,1,18,16,2,7,pass,8,-0.44,1,0,0,Very Long (11+),Red Zone
11856,DEMO_0091,TEAM_10,TEAM_06,1,3,34,4,15,run,0,0.059,0,0,0,Short (1-3),Plus Territory
11857,DEMO_0091,TEAM_08,TEAM_03,1,12,17,4,10,run,5,0.21,1,0,0,Very Long (11+),Red Zone
11858,DEMO_0091,TEAM_11,TEAM_02,1,6,60,4,-4,pass,6,-0.244,1,1,1,Medium (4-6),Own Territory
11859,DEMO_0091,TEAM_03,TEAM_06,4,3,41,2,8,run,10,-0.497,1,1,0,Short (1-3),Plus Territory
11860,DEMO_0091,TEAM_01,TEAM_12,2,6,72,3,-11,run,7,0.998,0,0,0,Medium (4-6),Own Territory
11861,DEMO_0091,TEAM_02,TEAM_07,3,15,77,2,-10,pass,-7,0.161,1,1,0,Very Long (11+),Own Territory
11862,DEMO_0091,TEAM_12,TEAM_11,3,6,39,1,-7,run,9,0.584,1,0,0,Medium (4-6),Plus Territory
11863,DEMO_0091,TEAM_08,TEAM_11,2,14,88,2,-7,pass,-2,-0.237,1,1,0,Very Long (11+),Backed Up
11864,DEMO_0091,TEAM_03,TEAM_06,2,7,98,2,6,run,2,0.101,0,0,0,Long (7-10),Backed Up
11865,DEMO_0091,TEAM_11,TEAM_10,2,10,45,3,8,run,8,0.243,0,0,0,Long (7-10),Plus Territory
11866,DEMO_0091,TEAM_04,TEAM_05,2,5,58,2,-4,pass,8,0.347,1,1,1,Medium (4-6),Own Territory
11867,DEMO_0091,TEAM_08,TEAM_06,2,4,45,1,16,run,1,1.349,1,1,0,Medium (4-6),Plus Territory
11868,DEMO_0091,TEAM_03,TEAM_09,2,3,69,2,-5,run,3,0.504,1,1,0,Short (1-3),Own Territory
11869,DEMO_0091,TEAM_02,TEAM_08,1,8,11,4,12,pass,10,-0.266,1,1,0,Long (7-10),Red Zone
11870,DEMO_0091,TEAM_04,TEAM_11,2,9,45,4,-4,pass,10,0.536,0,1,0,Long (7-10),Plus Territory
11871,DEMO_0091,TEAM_03,TEAM_02,1,6,49,1,0,run,7,-0.177,1,0,0,Medium (4-6),Plus Territory
11872,DEMO_0091,TEAM_07,TEAM_06,2,4,94,1,1,pass,16,0.099,0,0,0,Medium (4-6),Backed Up
11873,DEMO_0091,TEAM_01,TEAM_09,2,16,84,1,8,run,11,0.829,0,1,0,Very Long (11+),Backed Up
11874,DEMO_0091,TEAM_03,TEAM_05,2,7,54,2,-2,run,5,-0.512,0,0,0,Long (7-10),Own Territory
11875,DEMO_0091,TEAM_07,TEAM_11,2,9,57,1,-17,pass,17,0.287,1,1,0,Long (7-10),Own Territory
11876,DEMO_0091,TEAM_05,TEAM_04,3,5,74,4,8,run,15,0.795,1,0,0,Medium (4-6),Own Territory
11877,DEMO_0091,TEAM_08,TEAM_04,3,3,7,4,0,pass,6,-0.71,0,1,0,Short (1-3),Red Zone
11878,DEMO_0091,TEAM_08,TEAM_04,1,4,52,2,17,run,7,-0.466,0,1,0,Medium (4-6),Own Territory
11879,DEMO_0091,TEAM_12,TEAM_08,1,7,48,2,-13,pass,3,0.429,0,0,0,Long (7-10),Plus Territory
11880,DEMO_0091,TEAM_11,TEAM_02,1,3,86,3,-2,run,9,0.855,1,0,0,Short (1-3),Backed Up
11881,DEMO_0091,TEAM_03,TEAM_02,1,9,72,1,-16,run,-1,-0.9,0,1,0,Long (7-10),Own Territory
11882,DEMO_0091,TEAM_09,TEAM_10,1,7,76,3,1,run,1,-0.048,0,0,0,Long (7-10),Own Territory
11883,DEMO_0091,TEAM_08,TEAM_03,3,6,8,3,1,pass,15,0.533,1,1,0,Medium (4-6),Red Zone
11884,DEMO_0091,TEAM_08,TEAM_02,3,2,82,1,14,run,7,0.343,0,1,0,Short (1-3),Backed Up
11885,DEMO_0091,TEAM_10,TEAM_03,1,7,68,2,5,run,2,-0.626,0,1,0,Long (7-10),Own Territory
11886,DEMO_0091,TEAM_02,TEAM_06,3,7,7,2,-5,pass,8,-0.169,0,1,0,Long (7-10),Red Zone
11887,DEMO_0091,TEAM_05,TEAM_01,1,4,64,4,1,pass,2,0.114,1,1,0,Medium (4-6),Own Territory
11888,DEMO_0091,TEAM_10,TEAM_11,3,5,57,1,10,run,3,0.719,1,0,0,Medium (4-6),Own Territory
11889,DEMO_0091,TEAM_11,TEAM_02,2,7,14,1,-18,run,5,0.037,0,1,0,Long (7-10),Red Zone
11890,DEMO_0091,TEAM_01,TEAM_06,2,4,52,1,5,pass,5,0.266,0,1,0,Medium (4-6),Own Territory
11891,DEMO_0091,TEAM_06,TEAM_03,1,5,83,1,-7,pass,3,0.436,0,1,0,Medium (4-6),Backed Up
11892,DEMO_0091,TEAM_04,TEAM_05,1,4,39,3,-4,pass,5,0.395,1,0,0,Medium (4-6),Plus Territory
11893,DEMO_0091,TEAM_03,TEAM_01,1,9,27,1,0,run,6,-0.132,0,1,0,Long (7-10),Plus Territory
11894,DEMO_0091,TEAM_01,TEAM_12,2,12,28,1,-15,pass,-14,-0.486,0,1,0,Very Long (11+),Plus Territory
11895,DEMO_0091,TEAM_07,TEAM_12,3,7,72,4,-15,run,4,-0.426,0,0,0,Long (7-10),Own Territory
11896,DEMO_0091,TEAM_09,TEAM_02,2,6,81,1,7,run,4,0.859,0,1,0,Medium (4-6),Backed Up
11897,DEMO_0091,TEAM_07,TEAM_03,3,10,78,2,-4,run,4,0.031,1,0,0,Long (7-10),Own Territory
11898,DEMO_0091,TEAM_05,TEAM_11,1,3,29,2,0,run,2,-0.055,0,1,0,Short (1-3),Plus Territory
11899,DEMO_0091,TEAM_10,TEAM_05,3,6,44,4,2,run,2,-0.687,0,1,0,Medium (4-6),Plus Territory
11900,DEMO_0091,TEAM_08,TEAM_01,3,13,57,4,-12,pass,22,0.423,1,0,0,Very Long (11+),Own Territory
11901,DEMO_0091,TEAM_11,TEAM_02,1,5,70,4,-7,pass,16,0.631,1,1,0,Medium (4-6),Own Territory
11902,DEMO_0091,TEAM_05,TEAM_06,2,9,50,3,-9,pass,-4,-0.329,0,1,0,Long (7-10),Plus Territory
11903,DEMO_0091,TEAM_03,TEAM_08,1,10,66,3,-23,pass,5,-0.684,1,1,0,Long (7-10),Own Territory
11904,DEMO_0091,TEAM_06,TEAM_08,1,7,51,2,-2,run,-2,0.267,0,0,0,Long (7-10),Own Territory
11905,DEMO_0091,TEAM_07,TEAM_02,1,4,5,4,-2,pass,16,0.967,1,1,1,Medium (4-6),Red Zone
11906,DEMO_0091,TEAM_06,TEAM_05,2,5,93,4,5,run,7,0.257,1,1,0,Medium (4-6),Backed Up
11907,DEMO_0091,TEAM_10,TEAM_03,3,9,28,4,4,run,3,-0.874,0,1,0,Long (7-10),Plus Territory
11908,DEMO_0091,TEAM_01,TEAM_07,1,9,89,4,-17,pass,-1,-1.083,0,1,0,Long (7-10),Backed Up
11909,DEMO_0091,TEAM_07,TEAM_04,3,7,48,3,-17,pass,5,0.631,0,1,0,Long (7-10),Plus Territory
11910,DEMO_0091,TEAM_06,TEAM_03,3,2,59,3,-6,pass,18,0.124,0,1,0,Short (1-3),Own Territory
11911,DEMO_0091,TEAM_03,TEAM_10,2,3,88,4,2,run,0,0.489,1,0,0,Short (1-3),Backed Up
11912,DEMO_0091,TEAM_08,TEAM_07,4,6,21,2,-5,pass,-3,-0.262,0,1,0,Medium (4-6),Plus Territory
11913,DEMO_0091,TEAM_10,TEAM_06,3,4,11,3,-8,pass,9,0.361,1,1,0,Medium (4-6),Red Zone
11914,DEMO_0091,TEAM_07,TEAM_02,1,3,19,2,13,run,3,-0.45,0,0,0,Short (1-3),Red Zone
11915,DEMO_0091,TEAM_02,TEAM_01,4,3,83,4,6,run,10,0.669,1,0,0,Short (1-3),Backed Up
11916,DEMO_0091,TEAM_01,TEAM_10,1,21,11,2,7,run,9,-0.536,1,1,0,Very Long (11+),Red Zone
11917,DEMO_0091,TEAM_06,TEAM_12,1,8,64,3,3,pass,8,0.439,0,1,0,Long (7-10),Own Territory
11918,DEMO_0091,TEAM_09,TEAM_07,1,9,46,1,-11,run,-5,0.276,0,0,0,Long (7-10),Plus Territory
11919,DEMO_0091,TEAM_04,TEAM_01,2,6,9,3,7,run,5,-0.876,0,1,0,Medium (4-6),Red Zone
11920,DEMO_0091,TEAM_04,TEAM_07,4,11,19,4,25,pass,8,0.058,0,1,0,Very Long (11+),Red Zone
11921,DEMO_0091,TEAM_11,TEAM_04,1,9,81,4,6,run,7,-0.353,1,0,0,Long (7-10),Backed Up
11922,DEMO_0091,TEAM_01,TEAM_02,2,7,45,4,-1,run,4,0.44,1,0,0,Long (7-10),Plus Territory
11923,DEMO_0091,TEAM_01,TEAM_03,1,7,60,3,-15,run,5,0.038,0,0,0,Long (7-10),Own Territory
11924,DEMO_0091,TEAM_02,TEAM_07,3,4,35,3,-8,pass,7,0.403,1,1,0,Medium (4-6),Plus Territory
11925,DEMO_0091,TEAM_12,TEAM_05,1,4,52,2,7,pass,6,-0.721,0,1,0,Medium (4-6),Own Territory
11926,DEMO_0091,TEAM_06,TEAM_08,2,8,4,4,6,pass,8,0.98,0,0,0,Long (7-10),Red Zone
11927,DEMO_0091,TEAM_02,TEAM_09,2,11,99,3,-10,pass,8,0.55,1,1,0,Very Long (11+),Backed Up
11928,DEMO_0091,TEAM_04,TEAM_03,1,13,79,2,5,run,4,-0.611,1,0,0,Very Long (11+),Own Territory
11929,DEMO_0091,TEAM_12,TEAM_04,4,10,60,4,-10,run,-2,-1.129,0,0,1,Long (7-10),Own Territory
11930,DEMO_0091,TEAM_09,TEAM_08,4,14,95,3,9,pass,14,0.394,1,1,0,Very Long (11+),Backed Up
11931,DEMO_0091,TEAM_03,TEAM_04,2,13,96,3,6,pass,9,1.205,0,0,1,Very Long (11+),Backed Up
11932,DEMO_0091,TEAM_03,TEAM_01,2,6,41,1,10,run,6,0.908,1,1,0,Medium (4-6),Plus Territory
11933,DEMO_0091,TEAM_01,TEAM_11,3,16,97,1,-5,run,-1,-0.214,0,0,1,Very Long (11+),Backed Up
11934,DEMO_0091,TEAM_10,TEAM_03,1,7,32,3,7,run,0,-0.452,0,0,0,Long (7-10),Plus Territory
11935,DEMO_0091,TEAM_02,TEAM_03,1,7,85,1,1,pass,-12,-0.554,0,1,0,Long (7-10),Backed Up
11936,DEMO_0091,TEAM_04,TEAM_10,2,9,5,3,4,run,-8,-1.278,0,0,0,Long (7-10),Red Zone
11937,DEMO_0091,TEAM_05,TEAM_07,2,13,36,3,1,pass,-7,-1.068,0,1,0,Very Long (11+),Plus Territory
11938,DEMO_0091,TEAM_08,TEAM_02,2,5,2,2,-9,pass,-1,0.046,0,0,0,Medium (4-6),Red Zone
11939,DEMO_0091,TEAM_08,TEAM_11,2,7,82,2,3,pass,-1,-0.09,1,1,0,Long (7-10),Backed Up
11940,DEMO_0091,TEAM_10,TEAM_03,2,6,63,4,5,run,6,-0.406,1,1,0,Medium (4-6),Own Territory
11941,DEMO_0091,TEAM_04,TEAM_09,1,4,6,3,-11,run,13,0.462,1,0,0,Medium (4-6),Red Zone
11942,DEMO_0091,TEAM_05,TEAM_09,1,5,54,2,6,pass,6,-0.195,0,1,0,Medium (4-6),Own Territory
11943,DEMO_0091,TEAM_05,TEAM_11,1,4,23,3,5,pass,12,0.242,0,1,0,Medium (4-6),Plus Territory
11944,DEMO_0091,TEAM_01,TEAM_10,1,9,78,2,-7,pass,20,0.675,0,0,0,Long (7-10),Own Territory
11945,DEMO_0091,TEAM_09,TEAM_08,3,6,20,1,3,pass,10,1.213,1,1,0,Medium (4-6),Red Zone
11946,DEMO_0091,TEAM_07,TEAM_01,3,5,54,2,-6,pass,4,-0.328,0,1,0,Medium (4-6),Own Territory
11947,DEMO_0091,TEAM_06,TEAM_12,1,8,67,1,6,run,7,0.559,1,1,0,Long (7-10),Own Territory
11948,DEMO_0091,TEAM_12,TEAM_02,2,9,20,1,-9,pass,17,1.479,1,1,0,Long (7-10),Red Zone
11949,DEMO_0091,TEAM_03,TEAM_04,1,13,6,2,13,pass,0,0.484,1,1,0,Very Long (11+),Red Zone
11950,DEMO_0091,TEAM_12,TEAM_05,2,2,86,4,13,run,3,0.45,1,0,0,Short (1-3),Backed Up
11951,DEMO_0091,TEAM_09,TEAM_04,4,11,12,3,8,run,2,0.251,1,0,0,Very Long (11+),Red Zone
11952,DEMO_0091,TEAM_03,TEAM_08,1,4,88,2,19,run,3,0.317,0,1,0,Medium (4-6),Backed Up
11953,DEMO_0091,TEAM_09,TEAM_01,3,8,25,1,14,run,-2,0.057,0,1,0,Long (7-10),Plus Territory
11954,DEMO_0091,TEAM_10,TEAM_05,1,4,78,2,9,run,7,-1.441,0,0,0,Medium (4-6),Own Territory
11955,DEMO_0091,TEAM_05,TEAM_04,1,10,62,2,16,pass,-5,-1.197,0,0,0,Long (7-10),Own Territory
11956,DEMO_0091,TEAM_05,TEAM_09,2,5,95,4,-1,pass,21,0.73,1,1,0,Medium (4-6),Backed Up
11957,DEMO_0091,TEAM_11,TEAM_06,3,9,42,3,-6,run,-2,0.018,0,0,0,Long (7-10),Plus Territory
11958,DEMO_0091,TEAM_02,TEAM_10,2,4,87,4,10,run,9,0.401,1,1,1,Medium (4-6),Backed Up
11959,DEMO_0091,TEAM_01,TEAM_03,3,2,49,2,-1,run,4,0.177,1,1,0,Short (1-3),Plus Territory
11960,DEMO_0091,TEAM_08,TEAM_12,3,4,47,1,9,run,4,0.422,1,0,0,Medium (4-6),Plus Territory
11961,DEMO_0092,TEAM_11,TEAM_05,2,9,85,4,-8,pass,-5,-0.005,1,0,0,Long (7-10),Backed Up
11962,DEMO_0092,TEAM_07,TEAM_04,1,6,84,3,-7,run,10,0.71,0,0,0,Medium (4-6),Backed Up
11963,DEMO_0092,TEAM_02,TEAM_08,1,10,4,3,-15,run,5,0.178,0,1,0,Long (7-10),Red Zone
11964,DEMO_0092,TEAM_07,TEAM_02,2,6,73,1,-11,run,5,0.597,0,0,0,Medium (4-6),Own Territory
11965,DEMO_0092,TEAM_04,TEAM_10,2,8,87,2,3,pass,3,-1.252,0,0,0,Long (7-10),Backed Up
11966,DEMO_0092,TEAM_10,TEAM_03,1,3,49,1,-14,run,7,0.882,1,0,0,Short (1-3),Plus Territory
11967,DEMO_0092,TEAM_08,TEAM_12,1,9,61,2,-10,pass,20,0.493,1,1,0,Long (7-10),Own Territory
11968,DEMO_0092,TEAM_05,TEAM_02,1,11,41,3,-8,run,14,0.062,0,0,0,Very Long (11+),Plus Territory
11969,DEMO_0092,TEAM_08,TEAM_11,1,2,89,4,-4,run,0,-0.889,1,0,0,Short (1-3),Backed Up
11970,DEMO_0092,TEAM_09,TEAM_05,2,3,69,4,1,run,0,-0.386,1,0,0,Short (1-3),Own Territory
11971,DEMO_0092,TEAM_09,TEAM_07,3,17,79,2,20,pass,4,-0.042,1,1,1,Very Long (11+),Own Territory
11972,DEMO_0092,TEAM_05,TEAM_11,3,8,8,2,8,run,3,0.414,1,1,0,Long (7-10),Red Zone
11973,DEMO_0092,TEAM_07,TEAM_02,4,6,15,4,-6,pass,4,0.347,0,1,0,Medium (4-6),Red Zone
11974,DEMO_0092,TEAM_01,TEAM_05,2,5,68,2,0,run,2,-0.068,1,1,0,Medium (4-6),Own Territory
11975,DEMO_0092,TEAM_05,TEAM_12,1,1,10,2,-5,pass,10,1.649,1,1,0,Short (1-3),Red Zone
11976,DEMO_0092,TEAM_05,TEAM_02,2,10,42,1,9,pass,13,0.255,1,1,0,Long (7-10),Plus Territory
11977,DEMO_0092,TEAM_07,TEAM_02,3,6,91,1,6,pass,14,-0.585,1,0,0,Medium (4-6),Backed Up
11978,DEMO_0092,TEAM_12,TEAM_06,2,7,38,1,-5,run,10,1.286,1,0,0,Long (7-10),Plus Territory
11979,DEMO_0092,TEAM_12,TEAM_01,2,11,5,1,4,pass,-6,-0.911,0,1,1,Very Long (11+),Red Zone
11980,DEMO_0092,TEAM_06,TEAM_12,2,6,47,4,5,run,4,0.002,0,1,0,Medium (4-6),Plus Territory
11981,DEMO_0092,TEAM_08,TEAM_11,1,12,15,3,1,run,2,0.464,0,0,0,Very Long (11+),Red Zone
11982,DEMO_0092,TEAM_02,TEAM_04,1,2,93,1,4,pass,1,0.778,1,1,0,Short (1-3),Backed Up
11983,DEMO_0092,TEAM_06,TEAM_02,1,8,73,1,6,pass,-2,1.543,0,1,0,Long (7-10),Own Territory
11984,DEMO_0092,TEAM_09,TEAM_10,1,5,97,2,21,pass,15,0.42,1,1,0,Medium (4-6),Backed Up
11985,DEMO_0092,TEAM_09,TEAM_06,3,8,44,3,12,pass,14,0.613,0,1,0,Long (7-10),Plus Territory
11986,DEMO_0092,TEAM_12,TEAM_10,1,6,97,3,-10,pass,8,0.265,1,1,0,Medium (4-6),Backed Up
11987,DEMO_0092,TEAM_06,TEAM_12,1,13,77,2,3,pass,7,0.524,1,1,0,Very Long (11+),Own Territory
11988,DEMO_0092,TEAM_11,TEAM_05,3,10,64,3,21,pass,14,0.527,1,0,0,Long (7-10),Own Territory
11989,DEMO_0092,TEAM_12,TEAM_03,3,5,37,3,4,run,5,-0.548,0,0,0,Medium (4-6),Plus Territory
11990,DEMO_0092,TEAM_07,TEAM_08,2,5,81,1,18,pass,0,0.748,1,1,0,Medium (4-6),Backed Up
11991,DEMO_0092,TEAM_02,TEAM_08,1,8,97,4,26,pass,6,0.275,1,1,1,Long (7-10),Backed Up
11992,DEMO_0092,TEAM_05,TEAM_06,1,6,17,4,-9,run,6,-0.028,1,0,0,Medium (4-6),Red Zone
11993,DEMO_0092,TEAM_10,TEAM_04,2,8,78,2,-1,run,6,-0.075,1,1,0,Long (7-10),Own Territory
11994,DEMO_0092,TEAM_07,TEAM_03,3,9,53,3,1,run,-2,-0.365,0,1,1,Long (7-10),Own Territory
11995,DEMO_0092,TEAM_12,TEAM_06,1,11,38,2,-13,run,2,0.181,0,1,0,Very Long (11+),Plus Territory
11996,DEMO_0092,TEAM_10,TEAM_05,3,6,31,4,14,run,7,-0.073,1,0,0,Medium (4-6),Plus Territory
11997,DEMO_0092,TEAM_01,TEAM_07,2,4,21,1,3,pass,1,-1.281,0,1,0,Medium (4-6),Plus Territory
11998,DEMO_0092,TEAM_11,TEAM_02,2,13,17,1,-17,run,1,-0.711,0,0,0,Very Long (11+),Red Zone
11999,DEMO_0092,TEAM_05,TEAM_11,1,11,23,3,3,pass,7,-0.998,0,0,0,Very Long (11+),Plus Territory
12000,DEMO_0092,TEAM_10,TEAM_08,3,9,70,2,-8,pass,10,-0.694,0,1,0,Long (7-10),Own Territory
12001,DEMO_0092,TEAM_07,TEAM_12,2,9,30,4,0,pass,5,0.372,0,0,0,Long (7-10),Plus Territory
12002,DEMO_0092,TEAM_06,TEAM_11,1,6,1,4,-25,run,8,0.33,1,1,0,Medium (4-6),Red Zone
12003,DEMO_0092,TEAM_01,TEAM_08,1,9,19,4,-2,run,2,-0.672,0,1,0,Long (7-10),Red Zone
12004,DEMO_0092,TEAM_02,TEAM_05,1,14,86,1,8,pass,0,-0.3,0,1,0,Very Long (11+),Backed Up
12005,DEMO_0092,TEAM_08,TEAM_09,1,4,40,1,-4,run,1,-0.968,0,1,0,Medium (4-6),Plus Territory
12006,DEMO_0092,TEAM_07,TEAM_08,1,4,99,4,-18,run,1,-0.819,0,1,0,Medium (4-6),Backed Up
12007,DEMO_0092,TEAM_07,TEAM_12,1,10,30,2,-1,run,11,0.721,0,0,0,Long (7-10),Plus Territory
12008,DEMO_0092,TEAM_02,TEAM_04,2,2,32,4,-2,pass,20,0.038,1,1,1,Short (1-3),Plus Territory
12009,DEMO_0092,TEAM_07,TEAM_01,2,15,48,3,16,run,3,-0.675,0,1,0,Very Long (11+),Plus Territory
12010,DEMO_0092,TEAM_01,TEAM_03,2,16,14,4,4,run,-2,-0.485,1,1,1,Very Long (11+),Red Zone
12011,DEMO_0092,TEAM_02,TEAM_03,2,4,16,4,-2,pass,8,-0.854,1,1,1,Medium (4-6),Red Zone
12012,DEMO_0092,TEAM_06,TEAM_09,1,4,79,3,-12,pass,10,1.167,1,1,0,Medium (4-6),Own Territory
